Sexe du membre;Nombre de 2rm conduits par le membre;Département d habitation en France;Tranche_âge;Année de mise en circulation du 2rm 1;Cylindrée du 2rm 1;Segment du 2rm 1;Aviez-vous l’intention de changer de 2-roues motorisé en 2020 ?
Homme;1;6;60-69 ans;2010;1100;Routière / GT;True
Homme;2;33;60-69 ans;2012;1250;Roadster;True
Homme;2;80;50-59 ans;2018;1100;Roadster;True
Homme;1;94;50-59 ans;2010;1200;Routière / GT;True
Homme;1;31;40-49 ans;2014;300;Roadster;True
Homme;2;26;60-69 ans;1989;600;Sportive;True
Homme;1;77;40-49 ans;2016;1400;Routière / GT;True
Homme;1;59;50-59 ans;2008;999;Routière / GT;True
Homme;2;66;40-49 ans;2012;800;Roadster;True
Homme;1;28;40-49 ans;2004;900;Trail / Supermotard;True
Homme;1;68;50-59 ans;2016;50;Roadster;True
Homme;2;1;40-49 ans;2005;750;Routière / GT;True
Homme;3;78;30-39 ans;2005;500;Trail / Supermotard;True
Homme;2;21;40-49 ans;1976;300;Sportive;True
Homme;1;67;70 et plus;2014;1000;Custom;True
Homme;1;74;60-69 ans;1986;500;Routière / GT;True
Homme;1;92;60-69 ans;2004;650;Roadster;True
Femme;2;76;40-49 ans;2010;125;Custom;True
Homme;1;13;50-59 ans;1991;650;Roadster;True
Homme;1;76;40-49 ans;2015;650;Roadster;True
Homme;3;67;60-69 ans;1971;1150;Routière / GT;True
Homme;1;33;50-59 ans;2003;1300;Roadster;True
Homme;1;89;40-49 ans;2006;650;Roadster;True
Homme;1;65;50-59 ans;2010;1200;Trail / Supermotard;True
Homme;3;31;60-69 ans;2010;750;Roadster;True
Homme;2;6;30-39 ans;2010;1190;Routière / GT;True
Homme;4;85;50-59 ans;2008;1800;Trail / Supermotard;True
Homme;1;59;40-49 ans;2006;1200;Routière / GT;True
Homme;2;91;40-49 ans;2018;650;Routière / GT;True
Homme;2;63;50-59 ans;2010;1100;Trail / Supermotard;True
Homme;1;13;60-69 ans;2002;1000;Trail / Supermotard;True
Homme;1;63;60-69 ans;2014;1200;Routière / GT;True
Homme;2;63;40-49 ans;2012;1400;Custom;True
Homme;1;69;50-59 ans;2006;650;Routière / GT;True
Homme;1;92;40-49 ans;2016;1800;Routière / GT;True
Homme;1;77;40-49 ans;2015;1000;Trail / Supermotard;True
Homme;1;79;50-59 ans;2002;1300;Trail / Supermotard;True
Homme;1;7;40-49 ans;2012;821;Routière / GT;True
Homme;3;78;50-59 ans;2014;1200;Routière / GT;True
Homme;1;69;60-69 ans;2005;944;Roadster;True
Homme;2;1;50-59 ans;2012;1690;Routière / GT;True
Homme;3;42;60-69 ans;2012;750;Scooter;True
Homme;1;77;50-59 ans;2006;850;Routière / GT;True
Homme;2;4;Moins de 30 ans;2008;1290;Tout terrain (Trial,  Enduro, Cross);True
Homme;1;88;60-69 ans;2016;1200;Trail / Supermotard;True
Homme;2;60;40-49 ans;2001;955;Scooter;True
Homme;1;95;50-59 ans;2007;1200;Routière / GT;True
Homme;1;62;30-39 ans;2011;650;Trail / Supermotard;True
Homme;2;85;40-49 ans;1997;1050;Routière / GT;True
Homme;3;47;30-39 ans;2001;1300;Roadster;True
Homme;1;56;60-69 ans;1995;900;Custom;True
Homme;1;84;60-69 ans;2000;800;Trail / Supermotard;True
Homme;1;27;40-49 ans;1988;125;Roadster;True
Homme;1;31;40-49 ans;2010;1000;Roadster;True
Homme;3;27;60-69 ans;2008;1000;Roadster;True
Femme;2;92;40-49 ans;2010;675;Routière / GT;True
Homme;1;65;60-69 ans;2017;1200;Routière / GT;True
Homme;3;0;60-69 ans;2009;1000;Sportive;True
Homme;3;33;Moins de 30 ans;1995;1190;Roadster;True
Homme;1;56;50-59 ans;2017;1100;Roadster;True
Homme;2;31;60-69 ans;1992;650;Custom;True
Homme;1;37;70 et plus;2007;650;Roadster;True
Homme;1;92;50-59 ans;2017;1000;Trail / Supermotard;True
Homme;7;62;40-49 ans;2019;1000;Trail / Supermotard;True
Homme;1;44;60-69 ans;2011;600;Roadster;True
Homme;2;8;50-59 ans;2007;1000;Routière / GT;True
Homme;3;74;50-59 ans;2006;1000;Roadster;True
Homme;1;31;50-59 ans;2011;600;Trail / Supermotard;True
Homme;1;76;50-59 ans;2009;1800;Sportive;True
Homme;1;28;50-59 ans;2018;1000;Routière / GT;True
Homme;3;94;60-69 ans;2003;800;Trail / Supermotard;True
Homme;4;29;30-39 ans;2009;400;Roadster;True
Homme;3;69;40-49 ans;2007;125;Routière / GT;True
Homme;1;31;40-49 ans;2017;600;Trail / Supermotard;True
Homme;1;77;50-59 ans;2009;900;Roadster;True
Homme;1;75;50-59 ans;2015;1800;Trail / Supermotard;True
Homme;3;44;50-59 ans;2016;700;Roadster;True
Homme;2;86;30-39 ans;1987;1000;Roadster;True
Homme;1;35;30-39 ans;2012;1000;Roadster;True
Homme;1;42;40-49 ans;2000;939;Roadster;True
Homme;2;33;50-59 ans;1996;600;Roadster;True
Homme;3;75;50-59 ans;1995;1200;Trail / Supermotard;True
Homme;1;97;Moins de 30 ans;2019;1000;Trail / Supermotard;True
Homme;1;35;50-59 ans;1997;750;Routière / GT;True
Homme;2;84;50-59 ans;1996;900;Routière / GT;True
Homme;3;75;60-69 ans;2001;1100;Routière / GT;True
Femme;2;6;40-49 ans;1996;1200;Routière / GT;True
Homme;2;6;60-69 ans;1988;955;Routière / GT;True
Homme;2;13;40-49 ans;2018;1400;Roadster;True
Homme;1;46;60-69 ans;2007;650;Roadster;True
Homme;1;13;50-59 ans;2019;1200;Roadster;True
Homme;4;60;50-59 ans;2012;600;Roadster;True
Homme;1;73;60-69 ans;2017;1000;Roadster;True
Homme;2;54;60-69 ans;2007;1200;Routière / GT;True
Homme;1;92;60-69 ans;2011;1200;Trail / Supermotard;True
Homme;2;38;30-39 ans;2013;1190;Roadster;True
Homme;1;34;50-59 ans;2014;1000;Scooter;True
Homme;3;69;50-59 ans;1992;1000;Roadster;True
Homme;1;29;Moins de 30 ans;2016;1000;Routière / GT;True
Homme;2;24;50-59 ans;2007;700;Roadster;True
Homme;1;77;60-69 ans;2007;600;Roadster;True
Homme;1;89;30-39 ans;1981;1000;Routière / GT;True
Homme;2;3;70 et plus;2011;125;Trail / Supermotard;True
Homme;1;83;30-39 ans;2009;1200;Routière / GT;True
Homme;1;91;50-59 ans;2012;900;Custom;True
Homme;2;33;60-69 ans;2014;1200;Trail / Supermotard;True
Homme;1;1;50-59 ans;2019;600;Roadster;True
Homme;1;34;50-59 ans;2008;990;Roadster;True
Homme;1;13;30-39 ans;2011;600;Routière / GT;True
Homme;1;60;30-39 ans;2010;1200;Roadster;True
Homme;5;94;60-69 ans;2019;675;Roadster;True
Homme;2;31;70 et plus;2007;700;Roadster;True
Homme;1;75;50-59 ans;2002;900;Trail / Supermotard;True
Homme;1;74;50-59 ans;1981;1200;Scooter;True
Homme;1;63;60-69 ans;2017;1200;Routière / GT;True
Homme;1;34;70 et plus;2004;1100;Trail / Supermotard;True
Homme;2;83;50-59 ans;2007;1300;Routière / GT;True
Homme;4;50;50-59 ans;2012;1100;Roadster;True
Homme;1;69;50-59 ans;1995;1200;Scooter;True
Homme;5;73;50-59 ans;2016;900;Routière / GT;True
Homme;1;61;30-39 ans;2015;1200;Roadster;True
Homme;4;86;50-59 ans;2014;1200;Routière / GT;True
Homme;2;33;40-49 ans;2000;1300;Scooter;True
Homme;3;6;60-69 ans;2017;750;Scooter;True
Homme;1;30;70 et plus;2011;700;Routière / GT;True
Homme;2;85;30-39 ans;2015;1000;Custom;True
Homme;2;33;50-59 ans;2012;700;Roadster;True
Homme;1;5;50-59 ans;2017;1200;Roadster;True
Homme;1;97;50-59 ans;2014;1200;Sportive;True
Homme;2;31;70 et plus;2005;800;Routière / GT;True
Homme;1;49;50-59 ans;2008;1200;Trail / Supermotard;True
Homme;1;62;60-69 ans;2012;900;Roadster;True
Homme;3;77;60-69 ans;1979;1250;Roadster;True
Homme;8;93;30-39 ans;2013;1100;Roadster;True
Homme;10;8;60-69 ans;2010;800;Routière / GT;True
Homme;1;75;50-59 ans;2010;650;Trail / Supermotard;True
Homme;1;91;40-49 ans;1998;1300;Routière / GT;True
Homme;4;64;Moins de 30 ans;2016;1200;Routière / GT;True
Femme;1;75;40-49 ans;2003;900;Routière / GT;True
Homme;4;75;60-69 ans;1987;1800;Roadster;True
Homme;3;93;40-49 ans;2010;1000;Roadster;True
Homme;2;93;30-39 ans;1977;1200;Trail / Supermotard;True
Homme;2;72;40-49 ans;2018;650;Roadster;True
Homme;2;44;60-69 ans;1998;1000;Routière / GT;True
Homme;2;33;50-59 ans;2012;1200;Routière / GT;True
Homme;2;95;50-59 ans;2013;1200;Routière / GT;True
Homme;3;64;40-49 ans;2018;1300;Routière / GT;True
Homme;1;13;60-69 ans;2019;1200;Sportive;True
Homme;2;21;40-49 ans;2004;1250;Custom;True
Homme;3;75;70 et plus;1991;1300;Routière / GT;True
Femme;1;34;50-59 ans;2006;125;Sportive;True
Homme;5;95;60-69 ans;2015;400;Trail / Supermotard;True
Homme;1;77;60-69 ans;2014;1000;Trail / Supermotard;True
Homme;3;91;60-69 ans;2018;650;Roadster;True
Homme;2;78;30-39 ans;1991;750;Roadster;True
Homme;1;6;60-69 ans;2018;1200;Trail / Supermotard;True
Homme;2;5;40-49 ans;2015;1200;Routière / GT;True
Homme;1;92;40-49 ans;2005;600;Sportive;True
Homme;1;79;60-69 ans;2015;650;Scooter;True
Femme;1;34;70 et plus;2008;300;Sportive;True
Homme;1;32;30-39 ans;2007;1200;Routière / GT;True
Femme;1;31;60-69 ans;1986;850;Trail / Supermotard;True
Homme;3;75;60-69 ans;2007;1200;Routière / GT;True
Homme;7;93;60-69 ans;2019;600;Routière / GT;True
Homme;1;67;30-39 ans;2012;1050;Roadster;True
Homme;1;58;40-49 ans;2005;944;Roadster;True
Homme;1;77;60-69 ans;2000;1600;Routière / GT;True
Homme;3;34;60-69 ans;2006;1050;Roadster;True
Homme;1;68;50-59 ans;2012;1090;Roadster;True
Homme;2;54;60-69 ans;2003;650;Routière / GT;True
Homme;2;38;60-69 ans;2001;900;Routière / GT;True
Homme;2;84;50-59 ans;2013;650;Routière / GT;True
Homme;1;69;60-69 ans;1993;1300;Roadster;True
Homme;7;13;30-39 ans;2005;1200;Trail / Supermotard;True
Homme;1;21;60-69 ans;2005;500;Routière / GT;True
Homme;1;97;30-39 ans;2009;250;Roadster;True
Femme;1;49;40-49 ans;1998;1200;Roadster;True
Homme;1;88;50-59 ans;2007;1100;Routière / GT;True
Homme;2;95;50-59 ans;2014;1200;Roadster;True
Homme;1;73;50-59 ans;2002;1150;Roadster;True
Homme;2;67;50-59 ans;1983;1000;Roadster;True
Homme;3;44;70 et plus;1998;1300;Routière / GT;True
Homme;1;9;40-49 ans;2004;1200;Roadster;True
Femme;2;30;60-69 ans;2007;1100;Scooter;True
Homme;1;17;50-59 ans;2013;1000;Scooter;True
Homme;1;93;Moins de 30 ans;2009;850;Routière / GT;True
Femme;1;94;50-59 ans;2006;1000;Trail / Supermotard;True
Homme;1;69;50-59 ans;2004;1400;Roadster;True
Femme;2;28;60-69 ans;2012;1200;Routière / GT;True
Homme;4;38;30-39 ans;2018;1300;Side-car / Trike;True
Homme;2;67;60-69 ans;2011;650;Routière / GT;True
Homme;1;69;40-49 ans;2012;1200;Sportive;True
Homme;2;94;70 et plus;1995;1000;Roadster;True
Femme;3;94;30-39 ans;2014;1400;Routière / GT;True
Homme;2;21;50-59 ans;2002;650;Roadster;True
Homme;1;87;40-49 ans;2017;1200;Roadster;True
Homme;1;91;60-69 ans;2009;800;Trail / Supermotard;True
Homme;1;69;Moins de 30 ans;2007;1000;Roadster;True
Homme;1;73;40-49 ans;2013;675;Routière / GT;True
Homme;1;13;30-39 ans;2019;700;Roadster;True
Homme;1;5;50-59 ans;1981;650;Roadster;True
Homme;1;6;50-59 ans;2014;50;Roadster;True
Homme;1;91;50-59 ans;2002;800;Sportive;True
Homme;2;59;50-59 ans;2010;750;Trail / Supermotard;True
Homme;3;26;40-49 ans;2008;1450;Roadster;True
Homme;3;31;60-69 ans;2010;900;Sportive;True
Femme;1;4;70 et plus;1994;900;Trail / Supermotard;True
Homme;2;92;50-59 ans;2008;1600;Roadster;True
Homme;6;26;40-49 ans;2008;1800;Roadster;True
Homme;3;31;60-69 ans;1992;750;Trail / Supermotard;True
Homme;1;59;60-69 ans;2016;660;Trail / Supermotard;True
Homme;1;66;60-69 ans;2017;750;Roadster;True
Homme;1;14;50-59 ans;2005;1800;Routière / GT;True
Homme;1;42;60-69 ans;2016;800;Roadster;True
Homme;3;88;30-39 ans;2016;250;Scooter;True
Homme;1;92;60-69 ans;2006;1400;Routière / GT;True
Femme;1;69;40-49 ans;2002;1000;Custom;True
Homme;1;62;50-59 ans;2008;800;Sportive;True
Homme;1;70;40-49 ans;2017;600;Scooter;True
Homme;1;31;50-59 ans;2010;1400;Routière / GT;True
Homme;1;75;40-49 ans;2012;1800;Routière / GT;True
Homme;4;56;Moins de 30 ans;2004;850;Roadster;True
Homme;1;22;40-49 ans;2012;1200;Roadster;True
Homme;1;95;50-59 ans;1998;1700;Routière / GT;True
Homme;1;33;30-39 ans;2007;750;Custom;True
Homme;1;38;40-49 ans;2005;500;Roadster;True
Homme;3;86;40-49 ans;2016;1200;Trail / Supermotard;True
Homme;1;77;Moins de 30 ans;2000;1000;Routière / GT;True
Homme;1;33;30-39 ans;1996;1100;Roadster;True
Homme;5;81;50-59 ans;2013;1000;Scooter;True
Homme;2;47;70 et plus;2016;999;Custom;True
Homme;2;28;40-49 ans;2019;800;Routière / GT;True
Homme;1;14;50-59 ans;2004;850;Roadster;True
Homme;4;31;40-49 ans;2003;650;Roadster;True
Homme;1;93;40-49 ans;2008;800;Roadster;True
Homme;1;94;50-59 ans;2008;600;Roadster;True
Homme;1;76;60-69 ans;2005;1050;Roadster;True
Homme;1;59;50-59 ans;2019;900;Sportive;True
Homme;3;92;50-59 ans;2002;916;Roadster;True
Homme;3;97;50-59 ans;2000;1100;Roadster;True
Homme;2;14;40-49 ans;2000;800;Trail / Supermotard;True
Homme;2;93;60-69 ans;1988;900;Routière / GT;True
Homme;1;66;70 et plus;2008;300;Roadster;True
Homme;2;95;50-59 ans;2012;650;Routière / GT;True
Homme;1;38;60-69 ans;2009;1200;Trail / Supermotard;True
Femme;1;94;50-59 ans;2008;125;Trail / Supermotard;True
Homme;1;60;50-59 ans;2014;650;Trail / Supermotard;True
Homme;1;57;50-59 ans;2018;1000;Routière / GT;True
Homme;1;30;50-59 ans;2013;1300;Roadster;True
Homme;1;62;50-59 ans;2012;990;Roadster;True
Homme;1;52;30-39 ans;2011;900;Routière / GT;True
Homme;2;20;70 et plus;2019;1200;Trail / Supermotard;True
Homme;1;69;60-69 ans;2005;1200;Scooter;True
Homme;1;21;50-59 ans;2017;1300;Roadster;True
Homme;1;62;60-69 ans;2009;900;Roadster;True
Homme;1;89;50-59 ans;2012;1300;Roadster;True
Homme;1;81;60-69 ans;2002;1200;Roadster;True
Homme;1;87;50-59 ans;2002;1150;Trail / Supermotard;True
Homme;1;59;70 et plus;2007;700;Roadster;True
Homme;1;22;60-69 ans;2012;939;Roadster;True
Homme;2;91;Moins de 30 ans;2003;1800;Routière / GT;True
Homme;1;34;50-59 ans;2008;1300;Roadster;True
Homme;1;72;50-59 ans;2009;125;Trail / Supermotard;True
Homme;2;91;50-59 ans;2017;1300;Routière / GT;True
Homme;3;71;60-69 ans;2015;800;Roadster;True
Homme;1;91;Moins de 30 ans;2017;1200;Roadster;True
Homme;2;19;40-49 ans;2018;1300;Sportive;True
Homme;2;44;60-69 ans;2009;1200;Roadster;True
Homme;1;22;50-59 ans;2011;500;Roadster;True
Homme;4;91;70 et plus;2004;1200;Trail / Supermotard;True
Homme;2;13;50-59 ans;2001;125;Roadster;True
Homme;1;77;40-49 ans;2003;650;Roadster;True
Homme;1;59;50-59 ans;2009;1000;Roadster;True
Homme;2;91;30-39 ans;2010;1800;Roadster;True
Homme;2;26;60-69 ans;2009;1200;Routière / GT;True
Homme;1;67;60-69 ans;2017;821;Roadster;True
Homme;1;39;60-69 ans;2010;1000;Sportive;True
Homme;1;87;60-69 ans;2006;1000;Roadster;True
Homme;1;24;40-49 ans;2010;1050;Roadster;True
Homme;1;35;60-69 ans;2017;990;Routière / GT;True
Homme;1;69;50-59 ans;2007;1200;Routière / GT;True
Homme;1;76;50-59 ans;2015;800;Sportive;True
Homme;2;67;30-39 ans;2016;1050;Trail / Supermotard;True
Homme;1;59;30-39 ans;2018;1000;Roadster;True
Homme;1;13;50-59 ans;2006;800;Roadster;True
Homme;2;33;50-59 ans;2008;900;Side-car / Trike;True
Homme;1;50;50-59 ans;2002;1200;Roadster;True
Homme;2;69;40-49 ans;2014;1200;Roadster;True
Homme;3;47;40-49 ans;1997;1000;Routière / GT;True
Homme;1;25;50-59 ans;2000;1290;Roadster;True
Homme;6;91;30-39 ans;2001;675;Routière / GT;True
Homme;1;52;50-59 ans;2015;1100;Sportive;True
Homme;6;80;60-69 ans;2015;500;Roadster;True
Homme;2;31;50-59 ans;2014;650;Routière / GT;True
Homme;6;76;40-49 ans;2004;650;Roadster;True
Homme;2;49;40-49 ans;2010;1050;Routière / GT;True
Homme;1;38;50-59 ans;2018;800;Routière / GT;True
Homme;1;77;50-59 ans;2014;1200;Routière / GT;True
Homme;1;75;30-39 ans;2003;125;Sportive;True
Homme;1;76;60-69 ans;2012;1200;Roadster;True
Homme;1;91;60-69 ans;1996;850;Routière / GT;True
Homme;2;77;30-39 ans;1988;1000;Routière / GT;True
Homme;1;31;60-69 ans;2001;500;Routière / GT;True
Homme;1;17;40-49 ans;2010;765;Routière / GT;True
Homme;1;68;40-49 ans;2003;600;Roadster;True
Homme;2;73;60-69 ans;1998;850;Roadster;True
Homme;2;40;60-69 ans;2014;1150;Roadster;True
Homme;1;77;50-59 ans;2012;1200;Trail / Supermotard;True
Homme;2;75;60-69 ans;2013;1800;Routière / GT;True
Homme;1;74;50-59 ans;2017;800;Routière / GT;True
Homme;1;66;50-59 ans;2018;1300;Roadster;True
Homme;1;42;60-69 ans;2010;650;Routière / GT;True
Femme;2;6;60-69 ans;2014;675;Trail / Supermotard;True
Homme;1;92;50-59 ans;2011;1700;Trail / Supermotard;True
Homme;5;34;50-59 ans;2016;1200;Trail / Supermotard;True
Homme;1;75;60-69 ans;2012;1100;Roadster;True
Femme;2;34;30-39 ans;1990;750;Routière / GT;True
Homme;1;51;40-49 ans;2004;1200;Trail / Supermotard;True
Homme;1;69;40-49 ans;2005;1000;Trail / Supermotard;True
Homme;2;77;60-69 ans;2018;125;Trail / Supermotard;True
Homme;1;44;40-49 ans;2010;650;Trail / Supermotard;True
Homme;1;92;50-59 ans;2014;650;Trail / Supermotard;True
Homme;1;44;50-59 ans;2015;1150;Roadster;True
Homme;2;31;40-49 ans;2011;1300;Sportive;True
Homme;2;31;50-59 ans;2017;850;Roadster;True
Homme;1;89;50-59 ans;2013;944;Trail / Supermotard;True
Homme;1;71;30-39 ans;2010;800;Trail / Supermotard;True
Homme;1;94;60-69 ans;1993;1200;Roadster;True
Homme;1;38;50-59 ans;1996;1000;Roadster;True
Homme;2;45;30-39 ans;2005;1200;Roadster;True
Homme;14;69;40-49 ans;2009;125;Trail / Supermotard;True
Homme;1;38;60-69 ans;2010;1400;Roadster;True
Homme;2;69;50-59 ans;2010;1150;Routière / GT;True
Homme;1;83;50-59 ans;2007;1000;Trail / Supermotard;True
Homme;2;91;40-49 ans;2016;600;Roadster;True
Homme;5;38;50-59 ans;2016;1200;Routière / GT;True
Homme;5;92;60-69 ans;2002;883;Trail / Supermotard;True
Homme;1;78;30-39 ans;1991;1100;Roadster;True
Homme;1;32;40-49 ans;2012;1200;Routière / GT;True
Homme;1;29;40-49 ans;2013;600;Roadster;True
Homme;1;60;40-49 ans;1994;1000;Routière / GT;True
Homme;2;19;40-49 ans;1999;1200;Roadster;True
Homme;1;21;60-69 ans;2000;1300;Routière / GT;True
Homme;3;92;60-69 ans;2016;500;Roadster;True
Homme;3;60;30-39 ans;2007;1000;Roadster;True
Homme;4;64;50-59 ans;2008;1300;Custom;True
Homme;3;26;40-49 ans;2007;700;Trail / Supermotard;True
Homme;1;66;Moins de 30 ans;2015;600;Routière / GT;True
Homme;1;54;50-59 ans;2012;600;Roadster;True
Homme;1;60;50-59 ans;2016;1200;Roadster;True
Femme;1;87;60-69 ans;2004;1300;Roadster;True
Homme;1;34;70 et plus;2010;1100;Scooter;True
Homme;1;94;60-69 ans;2016;1200;Routière / GT;True
Homme;1;67;40-49 ans;2002;600;Roadster;True
Homme;3;69;30-39 ans;2009;500;Routière / GT;True
Homme;1;76;50-59 ans;2014;700;Trail / Supermotard;True
Homme;1;21;50-59 ans;2006;1200;Trail / Supermotard;True
Homme;1;27;30-39 ans;2000;1200;Sportive;True
Homme;1;5;60-69 ans;2014;660;Roadster;True
Homme;1;34;30-39 ans;1998;1400;Custom;True
Femme;2;91;50-59 ans;2008;850;Roadster;True
Femme;3;69;50-59 ans;2010;1300;Routière / GT;True
Homme;1;78;60-69 ans;2019;1300;Routière / GT;True
Homme;1;62;60-69 ans;1987;500;Roadster;True
Homme;1;29;60-69 ans;2018;1100;Routière / GT;True
Homme;2;32;50-59 ans;2008;1100;Routière / GT;True
Homme;2;81;40-49 ans;2004;1200;Routière / GT;True
Homme;1;95;40-49 ans;2009;1200;Trail / Supermotard;True
Femme;1;64;60-69 ans;2016;650;Trail / Supermotard;True
Homme;1;19;40-49 ans;2019;900;Roadster;True
Homme;1;95;50-59 ans;2003;1000;Trail / Supermotard;True
Homme;1;69;40-49 ans;2012;800;Routière / GT;True
Homme;2;36;Moins de 30 ans;2004;1000;Roadster;True
Homme;1;51;50-59 ans;2015;1000;Routière / GT;True
Homme;1;13;40-49 ans;2007;1200;Roadster;True
Homme;1;91;40-49 ans;2003;1200;Roadster;True
Homme;1;67;60-69 ans;1993;1200;Routière / GT;True
Homme;3;62;60-69 ans;2002;1200;Sportive;True
Homme;2;51;30-39 ans;2014;800;Roadster;True
Homme;1;31;50-59 ans;2006;1190;Roadster;True
Homme;1;61;40-49 ans;2016;1000;Trail / Supermotard;True
Homme;5;49;40-49 ans;2018;650;Sportive;True
Homme;1;34;30-39 ans;2011;600;Roadster;True
Homme;2;78;50-59 ans;2012;675;Custom;True
Homme;1;69;60-69 ans;1996;1400;Routière / GT;True
Homme;1;6;60-69 ans;2007;1200;Roadster;True
Homme;3;17;60-69 ans;1997;1000;Custom;True
Homme;2;78;50-59 ans;1992;600;Roadster;True
Homme;1;91;60-69 ans;2005;1000;Roadster;True
Homme;2;91;60-69 ans;2015;400;Routière / GT;True
Homme;1;92;50-59 ans;2003;675;Routière / GT;True
Homme;2;33;50-59 ans;2003;1050;Roadster;True
Homme;1;30;50-59 ans;2016;800;Routière / GT;True
Homme;1;38;60-69 ans;2018;1000;Roadster;True
Homme;1;44;50-59 ans;2008;750;Roadster;True
Homme;1;43;60-69 ans;2010;1200;Roadster;True
Homme;1;60;60-69 ans;2007;300;Roadster;True
Femme;1;97;60-69 ans;2010;1290;Roadster;True
Homme;5;29;60-69 ans;2002;750;Roadster;True
Homme;4;66;40-49 ans;1992;800;Roadster;True
Homme;2;12;60-69 ans;2009;600;Routière / GT;True
Homme;1;60;50-59 ans;2012;1000;Routière / GT;True
Homme;2;34;60-69 ans;2017;700;Roadster;True
Homme;1;39;60-69 ans;2014;1150;Routière / GT;True
Homme;1;76;60-69 ans;2017;125;Roadster;True
Homme;1;6;50-59 ans;2012;1200;Roadster;True
Homme;1;88;60-69 ans;1979;600;Routière / GT;True
Homme;2;6;50-59 ans;2014;800;Custom;True
Homme;1;84;50-59 ans;2013;1400;Trail / Supermotard;True
Homme;2;6;30-39 ans;2017;650;Roadster;True
Femme;1;60;50-59 ans;2016;1745;Trail / Supermotard;True
Homme;2;21;60-69 ans;2002;700;Roadster;True
Homme;1;21;60-69 ans;2015;125;Trail / Supermotard;True
Homme;2;25;30-39 ans;2017;600;Scooter;True
Homme;2;59;50-59 ans;1995;1000;Trail / Supermotard;True
Homme;2;92;50-59 ans;1996;900;Roadster;True
Homme;1;78;50-59 ans;2016;1200;Roadster;True
Homme;1;42;50-59 ans;2006;1200;Trail / Supermotard;True
Homme;1;91;60-69 ans;2011;1300;Trail / Supermotard;True
Homme;1;28;40-49 ans;2015;125;Sportive;True
Homme;1;83;60-69 ans;2007;1200;Roadster;True
Homme;1;69;60-69 ans;2018;1150;Trail / Supermotard;True
Homme;1;34;50-59 ans;2009;350;Roadster;True
Homme;1;36;40-49 ans;2011;750;Trail / Supermotard;True
Homme;2;83;60-69 ans;2012;1600;Routière / GT;True
Homme;1;42;40-49 ans;2013;850;Routière / GT;True
Homme;1;31;50-59 ans;1994;1200;Roadster;True
Homme;1;69;30-39 ans;1986;1050;Roadster;True
Homme;2;91;50-59 ans;2007;320;Trail / Supermotard;True
Homme;1;69;30-39 ans;2017;125;Roadster;True
Homme;2;31;40-49 ans;2012;1250;Custom;True
Homme;2;59;50-59 ans;2016;1300;Roadster;True
Homme;1;44;50-59 ans;2016;50;Roadster;True
Homme;1;73;40-49 ans;1992;1000;Trail / Supermotard;True
Homme;3;33;30-39 ans;2014;400;Roadster;True
Homme;1;13;30-39 ans;2001;1200;Roadster;True
Homme;2;91;50-59 ans;2014;700;Trail / Supermotard;True
Homme;1;75;40-49 ans;2014;500;Roadster;True
Homme;1;28;50-59 ans;1987;1000;Sportive;True
Homme;2;31;40-49 ans;2018;900;Routière / GT;True
Homme;1;35;50-59 ans;2010;821;Routière / GT;True
Homme;1;77;50-59 ans;2015;1250;Sportive;True
Homme;1;26;30-39 ans;2018;1200;Routière / GT;True
Homme;1;31;60-69 ans;2009;1000;Routière / GT;True
Homme;4;42;40-49 ans;2008;125;Routière / GT;True
Homme;1;12;40-49 ans;2003;1100;Routière / GT;True
Homme;1;38;60-69 ans;2015;650;Roadster;True
Homme;1;37;50-59 ans;2007;660;Routière / GT;True
Homme;1;38;50-59 ans;2006;1300;Roadster;True
Homme;1;95;60-69 ans;2011;1000;Roadster;True
Homme;1;69;60-69 ans;2003;1800;Roadster;True
Homme;2;93;60-69 ans;2007;1000;Sportive;True
Homme;1;93;40-49 ans;2008;1100;Roadster;True
Homme;5;31;30-39 ans;2018;500;Routière / GT;True
Homme;1;78;30-39 ans;2002;1300;Trail / Supermotard;True
