Sexe du membre;Nombre de 2rm conduits par le membre;Département d habitation en France;Tranche_âge;Année de mise en circulation du 2rm 1;Cylindrée du 2rm 1;Segment du 2rm 1;Aviez-vous l’intention de changer de 2-roues motorisé en 2020 ?
Homme;1;75;40-49 ans;2017;916;Roadster;True
Homme;1;30;60-69 ans;2012;750;Trail / Supermotard;True
Homme;3;33;30-39 ans;2016;800;Roadster;True
Homme;2;94;Moins de 30 ans;2004;944;Routière / GT;True
Homme;3;13;60-69 ans;2012;125;Roadster;True
Homme;1;13;50-59 ans;2002;600;Custom;True
Homme;1;95;60-69 ans;2010;900;Sportive;True
Homme;1;30;50-59 ans;2019;1600;Roadster;True
Homme;2;38;40-49 ans;1996;650;Roadster;True
Homme;1;28;60-69 ans;1994;50;Roadster;True
Homme;1;76;50-59 ans;2018;750;Roadster;True
Homme;1;75;60-69 ans;2018;900;Roadster;True
Homme;1;24;50-59 ans;2003;1100;Roadster;True
Homme;1;69;60-69 ans;2002;1000;Routière / GT;True
Homme;2;62;60-69 ans;2010;1200;Trail / Supermotard;True
Homme;5;87;60-69 ans;2007;1400;Routière / GT;True
Homme;2;44;60-69 ans;2008;1200;Trail / Supermotard;True
Homme;1;52;50-59 ans;2009;250;Sportive;True
Homme;1;57;50-59 ans;2007;650;Sportive;True
Homme;3;74;30-39 ans;2018;900;Roadster;True
Homme;1;57;40-49 ans;2003;1000;Roadster;True
Homme;1;44;60-69 ans;2012;1200;Roadster;True
Homme;2;91;50-59 ans;2011;1200;Custom;True
Homme;3;56;40-49 ans;2008;750;Custom;True
Homme;2;42;50-59 ans;2017;600;Roadster;True
Homme;1;64;50-59 ans;2000;650;Trail / Supermotard;True
Homme;6;78;50-59 ans;2006;700;Trail / Supermotard;True
Homme;1;6;60-69 ans;2001;800;Routière / GT;True
Homme;1;22;40-49 ans;2008;1800;Routière / GT;True
Homme;1;49;50-59 ans;2011;1200;Roadster;True
Homme;1;64;50-59 ans;2018;1000;Roadster;True
Homme;3;34;50-59 ans;2009;800;Routière / GT;True
Homme;1;22;50-59 ans;2010;800;Roadster;True
Homme;9;34;60-69 ans;2009;1200;Roadster;True
Homme;3;77;40-49 ans;2019;1200;Roadster;True
Femme;1;42;60-69 ans;2009;1000;Routière / GT;True
Homme;1;32;40-49 ans;2009;1000;Roadster;True
Femme;1;91;40-49 ans;2010;1200;Roadster;True
Homme;3;30;50-59 ans;2018;600;Roadster;True
Homme;1;69;30-39 ans;2017;1200;Trail / Supermotard;True
Homme;1;30;40-49 ans;2004;530;Roadster;True
Homme;6;75;50-59 ans;2009;400;Routière / GT;True
Homme;2;91;50-59 ans;2019;1000;Roadster;True
Homme;1;27;Moins de 30 ans;2005;800;Sportive;True
Homme;1;80;50-59 ans;2007;700;Routière / GT;True
Homme;1;6;40-49 ans;2010;1200;Roadster;True
Homme;2;75;30-39 ans;2017;800;Trail / Supermotard;True
Homme;2;44;50-59 ans;2010;350;Custom;True
Homme;2;67;Moins de 30 ans;2014;1150;Routière / GT;True
Homme;3;53;50-59 ans;2015;900;Routière / GT;True
Homme;2;26;40-49 ans;2002;900;Trail / Supermotard;True
Homme;4;25;30-39 ans;2011;600;Routière / GT;True
Homme;2;83;40-49 ans;2013;800;Trail / Supermotard;True
Homme;1;16;50-59 ans;1995;765;Roadster;True
Homme;2;95;50-59 ans;2010;1800;Custom;True
Homme;1;92;60-69 ans;2007;1300;Roadster;True
Homme;2;38;30-39 ans;2005;1000;Roadster;True
Homme;6;91;50-59 ans;2000;600;Roadster;True
Homme;4;21;40-49 ans;2014;650;Roadster;True
Homme;2;93;40-49 ans;2004;1190;Routière / GT;True
Homme;1;92;60-69 ans;1998;900;Roadster;True
Homme;1;13;60-69 ans;2006;850;Roadster;True
Homme;1;69;50-59 ans;2011;900;Roadster;True
Homme;3;13;50-59 ans;1991;1000;Routière / GT;True
Homme;1;92;60-69 ans;2019;1000;Roadster;True
Homme;1;75;60-69 ans;2004;125;Scooter;True
Homme;1;94;60-69 ans;2011;500;Routière / GT;True
Homme;1;8;40-49 ans;2016;650;Routière / GT;True
Homme;1;82;40-49 ans;2016;1150;Routière / GT;True
Homme;2;31;60-69 ans;2009;650;Trail / Supermotard;True
Homme;2;45;60-69 ans;2016;1745;Routière / GT;True
Homme;2;59;40-49 ans;2002;990;Routière / GT;True
Homme;2;45;60-69 ans;2017;850;Trail / Supermotard;True
Homme;2;76;60-69 ans;2013;1000;Routière / GT;True
Homme;1;78;50-59 ans;2009;1000;Routière / GT;True
Homme;2;75;30-39 ans;2019;125;Routière / GT;True
Femme;3;30;30-39 ans;2004;1300;Routière / GT;True
Homme;3;60;40-49 ans;1999;700;Roadster;True
Homme;1;30;30-39 ans;2016;700;Trail / Supermotard;True
Homme;3;6;50-59 ans;1998;1250;Trail / Supermotard;True
Homme;1;91;50-59 ans;2004;650;Routière / GT;True
Homme;1;59;60-69 ans;2015;700;Trail / Supermotard;True
Homme;2;49;50-59 ans;2002;1200;Roadster;True
Homme;1;92;40-49 ans;2013;944;Roadster;True
Homme;3;95;60-69 ans;2003;800;Routière / GT;True
Homme;1;35;60-69 ans;2011;1100;Roadster;True
Homme;2;71;30-39 ans;1974;1690;Roadster;True
Homme;2;60;60-69 ans;2005;1000;Trail / Supermotard;True
Homme;2;10;60-69 ans;2006;900;Trail / Supermotard;True
Homme;1;33;50-59 ans;2011;1300;Trail / Supermotard;True
Homme;1;40;40-49 ans;2007;500;Roadster;True
Homme;3;35;60-69 ans;1995;550;Custom;True
Homme;3;34;60-69 ans;2005;690;Routière / GT;True
Homme;2;77;40-49 ans;2012;1200;Roadster;True
Homme;1;81;40-49 ans;2000;650;Roadster;True
Homme;7;73;50-59 ans;2008;650;Routière / GT;True
Homme;3;38;40-49 ans;1980;1200;Roadster;True
Homme;1;69;40-49 ans;1998;1200;Roadster;True
Homme;1;94;40-49 ans;1995;900;Scooter;True
Homme;3;74;50-59 ans;2016;1200;Routière / GT;True
Homme;1;61;50-59 ans;2015;750;Roadster;True
Homme;1;30;50-59 ans;2019;1200;Sportive;True
Homme;3;31;30-39 ans;2001;650;Roadster;True
Homme;1;61;30-39 ans;2015;1600;Routière / GT;True
Homme;2;6;60-69 ans;2010;1200;Routière / GT;True
Homme;2;77;50-59 ans;2006;1200;Routière / GT;True
Homme;7;88;50-59 ans;2002;1200;Roadster;True
Femme;1;44;60-69 ans;2015;1200;Routière / GT;True
Homme;1;26;60-69 ans;2012;1000;Routière / GT;True
Homme;2;75;40-49 ans;2017;650;Routière / GT;True
Homme;2;64;60-69 ans;2017;750;Roadster;True
Homme;2;69;60-69 ans;1999;650;Trail / Supermotard;True
Homme;2;93;40-49 ans;2002;916;Roadster;True
Homme;2;6;50-59 ans;2008;900;Routière / GT;True
Homme;1;61;60-69 ans;2012;1000;Roadster;True
Homme;2;31;60-69 ans;2015;1200;Custom;True
Homme;1;31;60-69 ans;2018;1000;Trail / Supermotard;True
Homme;2;59;50-59 ans;1994;750;Trail / Supermotard;True
Homme;1;69;70 et plus;2004;1200;Routière / GT;True
Homme;1;73;50-59 ans;2004;1200;Routière / GT;True
Homme;2;13;60-69 ans;2016;650;Roadster;True
Homme;2;34;40-49 ans;2006;650;Roadster;True
Homme;3;4;60-69 ans;2014;1300;Trail / Supermotard;True
Homme;1;73;50-59 ans;2011;600;Roadster;True
Homme;1;31;50-59 ans;2016;1200;Roadster;True
Homme;1;69;60-69 ans;2010;500;Trail / Supermotard;True
Homme;1;67;40-49 ans;2018;500;Roadster;True
Homme;3;87;30-39 ans;2006;900;Custom;True
Homme;1;69;50-59 ans;2011;850;Trail / Supermotard;True
Homme;3;33;40-49 ans;2016;900;Routière / GT;True
Homme;2;91;60-69 ans;2019;600;Sportive;True
Homme;2;75;60-69 ans;2009;1000;Trail / Supermotard;True
Femme;1;60;50-59 ans;1988;650;Routière / GT;True
Homme;3;75;50-59 ans;2005;1000;Trail / Supermotard;True
Femme;1;54;60-69 ans;2018;675;Trail / Supermotard;True
Homme;1;78;50-59 ans;2006;1200;Roadster;True
Homme;2;13;60-69 ans;2012;1200;Routière / GT;True
Femme;2;68;50-59 ans;2014;750;Roadster;True
Homme;1;13;50-59 ans;2017;1000;Routière / GT;True
Homme;1;13;60-69 ans;2013;1100;Roadster;True
Homme;1;77;60-69 ans;2007;1300;Routière / GT;True
Homme;1;95;50-59 ans;1991;700;Sportive;True
Homme;2;25;50-59 ans;2019;916;Roadster;True
Homme;1;74;60-69 ans;2003;800;Sportive;True
Homme;4;36;50-59 ans;2013;650;Trail / Supermotard;True
Homme;3;61;50-59 ans;2000;1000;Roadster;True
Homme;2;34;Moins de 30 ans;2010;821;Sportive;True
Homme;1;77;70 et plus;2017;600;Roadster;True
Homme;2;92;50-59 ans;2013;1000;Routière / GT;True
Homme;1;33;50-59 ans;2019;600;Roadster;True
Homme;1;59;40-49 ans;2015;1200;Roadster;True
Homme;1;74;60-69 ans;2002;1800;Roadster;True
Homme;1;92;50-59 ans;2011;1200;Roadster;True
Homme;1;75;50-59 ans;2004;1000;Scooter;True
Homme;2;69;50-59 ans;1987;1000;Roadster;True
Homme;2;76;50-59 ans;2000;900;Roadster;True
Homme;1;59;30-39 ans;2010;500;Tout terrain (Trial,  Enduro, Cross);True
Homme;1;78;60-69 ans;2007;1200;Roadster;True
Homme;2;31;60-69 ans;2017;1200;Routière / GT;True
Homme;1;59;40-49 ans;2011;1200;Scooter;True
Homme;1;91;60-69 ans;2001;900;Custom;True
Homme;1;77;40-49 ans;2006;1000;Roadster;True
Homme;1;91;60-69 ans;1994;1200;Trail / Supermotard;True
Homme;1;28;50-59 ans;2017;1150;Roadster;True
Femme;1;31;60-69 ans;2013;1300;Roadster;True
Homme;1;80;60-69 ans;2017;400;Routière / GT;True
Homme;1;45;30-39 ans;2011;800;Trail / Supermotard;True
Homme;1;38;40-49 ans;2019;1200;Roadster;True
Femme;1;92;50-59 ans;2006;1200;Sportive;True
Homme;2;61;50-59 ans;2019;1200;Routière / GT;True
Femme;2;38;30-39 ans;2009;650;Trail / Supermotard;True
Homme;1;4;50-59 ans;2012;1050;Trail / Supermotard;True
Homme;1;31;60-69 ans;2015;650;Roadster;True
Homme;2;91;40-49 ans;2012;1200;Trail / Supermotard;True
Homme;3;78;30-39 ans;2012;821;Custom;True
Homme;2;37;30-39 ans;1984;1000;Roadster;True
Femme;1;2;50-59 ans;2007;1200;Sportive;True
Homme;1;79;50-59 ans;1998;1300;Roadster;True
Homme;1;69;60-69 ans;1997;1200;Roadster;True
Homme;1;83;40-49 ans;1988;800;Routière / GT;True
Homme;1;93;40-49 ans;2009;500;Roadster;True
Homme;3;6;40-49 ans;1995;1200;Routière / GT;True
Homme;1;69;40-49 ans;2012;700;Roadster;True
Homme;1;32;40-49 ans;1994;1450;Roadster;True
Homme;1;86;40-49 ans;2017;850;Roadster;True
Homme;1;92;60-69 ans;2012;125;Roadster;True
Homme;1;92;40-49 ans;2019;900;Trail / Supermotard;True
Homme;3;31;50-59 ans;2015;500;Roadster;True
Homme;3;38;40-49 ans;1993;125;Routière / GT;True
Homme;1;95;60-69 ans;1992;1200;Routière / GT;True
Homme;1;91;70 et plus;2013;1200;Routière / GT;True
Homme;1;34;40-49 ans;2019;650;Trail / Supermotard;True
Homme;1;83;40-49 ans;1994;1200;Scooter;True
Homme;1;66;60-69 ans;2004;1000;Routière / GT;True
Homme;1;78;50-59 ans;1999;1100;Roadster;True
Femme;1;31;50-59 ans;2010;600;Roadster;True
Homme;3;94;50-59 ans;2018;850;Scooter;True
Homme;1;44;60-69 ans;2008;1400;Roadster;True
Homme;1;17;50-59 ans;2005;1200;Trail / Supermotard;True
Homme;1;82;60-69 ans;2011;500;Roadster;True
Homme;1;92;60-69 ans;2015;900;Routière / GT;True
Homme;3;34;50-59 ans;2001;1100;Routière / GT;True
Homme;2;66;40-49 ans;2009;1290;Routière / GT;True
Homme;2;93;50-59 ans;2008;750;Roadster;True
Homme;1;91;60-69 ans;2000;1000;Trail / Supermotard;True
Homme;2;91;60-69 ans;2004;900;Trail / Supermotard;True
Homme;9;78;30-39 ans;2001;1000;Roadster;True
Femme;3;69;40-49 ans;1985;500;Roadster;True
Homme;2;40;30-39 ans;2015;800;Routière / GT;True
Femme;1;52;50-59 ans;2000;900;Routière / GT;True
Homme;1;42;Moins de 30 ans;2004;1600;Scooter;True
Homme;3;74;40-49 ans;1989;125;Scooter;True
Homme;6;42;50-59 ans;2015;900;Roadster;True
Homme;1;73;Moins de 30 ans;2017;1200;Roadster;True
Homme;1;6;50-59 ans;2000;1200;Roadster;True
Homme;1;69;40-49 ans;2004;650;Roadster;True
Homme;1;75;60-69 ans;1990;900;Roadster;True
Homme;1;33;50-59 ans;2014;1200;Routière / GT;True
Homme;1;69;30-39 ans;2004;999;Routière / GT;True
Homme;2;75;50-59 ans;2016;650;Roadster;True
Homme;3;19;50-59 ans;2014;1000;Trail / Supermotard;True
Homme;1;93;40-49 ans;2011;900;Scooter;True
Homme;2;34;50-59 ans;2004;1260;Roadster;True
Homme;1;69;60-69 ans;2000;1000;Trail / Supermotard;True
Homme;2;13;40-49 ans;2016;1050;Trail / Supermotard;True
Homme;2;6;60-69 ans;2013;1000;Trail / Supermotard;True
Homme;1;16;70 et plus;2002;1200;Trail / Supermotard;True
Homme;1;29;50-59 ans;2010;1150;Trail / Supermotard;True
Homme;1;31;50-59 ans;1991;1000;Trail / Supermotard;True
Homme;1;94;60-69 ans;2010;1150;Roadster;True
Homme;1;33;40-49 ans;2003;650;Roadster;True
Homme;1;33;70 et plus;2007;1000;Roadster;True
Homme;1;32;50-59 ans;2005;600;Trail / Supermotard;True
Homme;1;97;40-49 ans;2015;1200;Roadster;True
Homme;1;13;60-69 ans;2011;1000;Roadster;True
Homme;2;26;30-39 ans;2006;650;Trail / Supermotard;True
Homme;1;31;30-39 ans;1988;320;Routière / GT;True
Homme;3;73;30-39 ans;2016;1000;Sportive;True
Homme;2;66;40-49 ans;1994;1200;Roadster;True
Femme;1;57;60-69 ans;2007;650;Roadster;True
Homme;1;69;30-39 ans;2013;125;Scooter;True
Homme;1;34;60-69 ans;2009;800;Routière / GT;True
Homme;2;42;50-59 ans;2006;1700;Routière / GT;True
Homme;1;59;60-69 ans;2010;800;Roadster;True
Homme;1;51;60-69 ans;2016;1200;Routière / GT;True
Homme;3;51;40-49 ans;2007;125;Scooter;True
Homme;1;69;60-69 ans;1999;650;Routière / GT;True
Homme;1;32;50-59 ans;2016;800;Custom;True
Homme;3;21;50-59 ans;2008;1300;Routière / GT;True
Homme;1;77;50-59 ans;2008;1300;Roadster;True
Homme;1;81;50-59 ans;2006;1000;Trail / Supermotard;True
Homme;1;6;Moins de 30 ans;2008;900;Trail / Supermotard;True
Homme;1;33;30-39 ans;2004;1300;Roadster;True
Homme;1;67;60-69 ans;2009;1200;Routière / GT;True
Homme;1;69;40-49 ans;2003;1200;Trail / Supermotard;True
Homme;2;70;50-59 ans;2014;675;Routière / GT;True
Homme;1;71;60-69 ans;2005;1000;Trail / Supermotard;True
Homme;1;92;50-59 ans;1987;1200;Scooter;True
Homme;1;92;50-59 ans;2011;1200;Roadster;True
Homme;1;95;60-69 ans;2017;1200;Roadster;True
Homme;2;64;Moins de 30 ans;2015;300;Roadster;True
Homme;1;6;50-59 ans;2008;1300;Roadster;True
Homme;1;52;30-39 ans;2003;600;Routière / GT;True
Homme;2;21;40-49 ans;2009;1200;Roadster;True
Homme;2;59;30-39 ans;2017;750;Custom;True
Homme;1;34;60-69 ans;2019;1200;Sportive;True
Homme;5;34;60-69 ans;2006;1200;Roadster;True
Homme;1;34;40-49 ans;2018;1000;Trail / Supermotard;True
Homme;1;33;50-59 ans;2009;500;Roadster;True
Homme;1;42;50-59 ans;2011;1300;Roadster;True
Homme;3;21;60-69 ans;2000;600;Roadster;True
Homme;1;38;30-39 ans;2019;300;Sportive;True
Homme;2;66;40-49 ans;2018;800;Trail / Supermotard;True
Homme;1;80;60-69 ans;2004;900;Roadster;True
Homme;1;10;50-59 ans;2003;1200;Roadster;True
Homme;1;21;40-49 ans;2002;1300;Sportive;True
Homme;1;95;60-69 ans;2001;650;Routière / GT;True
Homme;1;92;50-59 ans;2017;650;Routière / GT;True
Homme;1;69;60-69 ans;2017;500;Roadster;True
Femme;2;92;50-59 ans;2000;1300;Routière / GT;True
Homme;1;42;40-49 ans;2012;650;Trail / Supermotard;True
Homme;5;94;50-59 ans;2009;650;Sportive;True
Homme;2;33;30-39 ans;2004;650;Routière / GT;True
Homme;3;94;30-39 ans;1992;1200;Routière / GT;True
Homme;1;92;40-49 ans;2010;1200;Routière / GT;True
Homme;2;13;40-49 ans;2017;1100;Sportive;True
Homme;4;38;50-59 ans;2009;750;Routière / GT;True
Homme;1;84;70 et plus;2015;1200;Roadster;True
Homme;1;42;30-39 ans;2008;1200;Trail / Supermotard;True
Homme;5;69;50-59 ans;2013;800;Roadster;True
Homme;1;6;50-59 ans;2010;1800;Routière / GT;True
Homme;1;91;70 et plus;2008;1100;Trail / Supermotard;True
Homme;1;51;50-59 ans;2013;1090;Roadster;True
Femme;1;67;60-69 ans;1984;1050;Roadster;True
Homme;4;77;40-49 ans;2008;750;Routière / GT;True
Homme;1;44;50-59 ans;2009;1100;Roadster;True
Homme;3;95;60-69 ans;2006;700;Roadster;True
Homme;1;78;50-59 ans;2016;1100;Routière / GT;True
Homme;3;37;40-49 ans;2014;500;Roadster;True
Homme;1;95;40-49 ans;2006;650;Custom;True
Homme;2;38;70 et plus;2005;1300;Sportive;True
Homme;1;95;Moins de 30 ans;1999;125;Roadster;True
Homme;2;11;40-49 ans;2015;650;Roadster;True
Homme;3;33;40-49 ans;2011;900;Roadster;True
Homme;1;35;60-69 ans;2006;900;Roadster;True
Homme;2;34;60-69 ans;2019;750;Routière / GT;True
Homme;3;94;40-49 ans;2000;1400;Roadster;True
Homme;1;33;30-39 ans;2009;850;Roadster;True
Homme;1;34;60-69 ans;1991;1100;Routière / GT;True
Homme;1;6;50-59 ans;2018;1400;Routière / GT;True
Homme;1;31;30-39 ans;1997;1690;Roadster;True
Homme;1;75;40-49 ans;2005;1600;Roadster;True
Homme;1;33;40-49 ans;2009;1300;Sportive;True
Homme;3;94;60-69 ans;2002;1100;Trail / Supermotard;True
Femme;2;66;50-59 ans;2004;1000;Sportive;True
Homme;2;75;30-39 ans;2008;1100;Trail / Supermotard;False
Homme;1;66;70 et plus;1991;660;Trail / Supermotard;False
Homme;1;72;50-59 ans;1991;1000;Roadster;False
Homme;2;34;30-39 ans;1995;650;Roadster;False
Homme;2;13;50-59 ans;2009;1000;Routière / GT;True
Homme;3;91;50-59 ans;1995;500;Routière / GT;False
Homme;0;59;50-59 ans;1991;50;Sportive;True
Homme;1;84;60-69 ans;2019;1200;Routière / GT;False
Homme;2;93;50-59 ans;1990;500;Routière / GT;False
Homme;1;77;40-49 ans;2013;600;Routière / GT;False
Homme;2;1;50-59 ans;2017;1300;Custom;False
Homme;1;34;50-59 ans;2015;1200;Roadster;False
Homme;1;76;40-49 ans;2011;1200;Trail / Supermotard;False
Homme;4;34;40-49 ans;2000;1300;Roadster;False
Homme;4;31;60-69 ans;2016;600;Roadster;False
Homme;1;33;30-39 ans;2001;900;Roadster;False
Homme;1;13;30-39 ans;2005;800;Routière / GT;False
Homme;1;78;50-59 ans;2006;650;Routière / GT;True
Femme;1;12;Moins de 30 ans;2017;1200;Routière / GT;False
Homme;1;44;30-39 ans;2004;1200;Routière / GT;True
Homme;4;29;40-49 ans;2000;1300;Scooter;True
Homme;1;94;40-49 ans;1986;650;Roadster;False
Homme;1;59;50-59 ans;2007;1199;Roadster;True
Homme;1;59;60-69 ans;1985;600;Routière / GT;False
Homme;2;76;40-49 ans;1990;50;Trail / Supermotard;False
Homme;1;59;40-49 ans;2016;1000;Trail / Supermotard;True
Homme;1;66;40-49 ans;1998;1200;Routière / GT;False
Homme;1;78;50-59 ans;2012;125;Routière / GT;False
Homme;1;76;50-59 ans;2001;1200;Roadster;False
Homme;1;60;40-49 ans;2015;650;Trail / Supermotard;False
Homme;1;92;50-59 ans;2016;1800;Roadster;False
Femme;2;95;50-59 ans;1995;1300;Roadster;False
Homme;1;68;50-59 ans;2019;650;Trail / Supermotard;True
Homme;1;13;60-69 ans;1995;750;Routière / GT;False
Homme;2;31;30-39 ans;2012;800;Roadster;False
Homme;1;6;60-69 ans;2015;1000;Trail / Supermotard;False
Homme;2;61;40-49 ans;2006;1300;Roadster;False
Homme;1;37;60-69 ans;2000;1000;Roadster;False
Homme;2;93;50-59 ans;2008;400;Roadster;False
Homme;5;91;60-69 ans;2012;500;Routière / GT;False
Homme;2;93;50-59 ans;2002;900;Trail / Supermotard;False
Homme;1;94;60-69 ans;2010;650;Trail / Supermotard;False
Homme;1;59;50-59 ans;2004;1000;Routière / GT;True
Homme;3;28;50-59 ans;2017;650;Sportive;False
Homme;2;83;50-59 ans;2016;1200;Routière / GT;False
Femme;1;74;50-59 ans;2008;1310;Sportive;False
Homme;1;59;40-49 ans;2008;900;Routière / GT;False
Homme;3;94;40-49 ans;2016;1200;Trail / Supermotard;False
Homme;4;70;40-49 ans;2005;1250;Quad;False
Homme;1;57;50-59 ans;2008;1200;Routière / GT;False
Homme;2;38;Moins de 30 ans;2013;1190;Roadster;False
Homme;1;69;70 et plus;2014;400;Sportive;False
Femme;1;31;50-59 ans;2004;1200;Scooter;False
Homme;1;59;50-59 ans;2014;1150;Trail / Supermotard;False
Homme;2;91;40-49 ans;2003;1300;Routière / GT;False
Homme;1;78;50-59 ans;2012;750;Custom;False
Homme;1;45;40-49 ans;2012;800;Routière / GT;True
Homme;1;78;50-59 ans;1999;950;Routière / GT;False
Homme;1;75;60-69 ans;2004;1000;Trail / Supermotard;True
Homme;2;63;50-59 ans;2005;1000;Routière / GT;True
Homme;2;8;50-59 ans;2004;1200;Routière / GT;False
Homme;1;5;50-59 ans;1997;1200;Roadster;False
Homme;1;80;60-69 ans;2017;125;Scooter;False
Femme;1;95;30-39 ans;2000;1200;Roadster;False
Homme;4;86;30-39 ans;1993;1200;Roadster;False
Homme;1;95;50-59 ans;1996;1200;Routière / GT;False
Homme;1;84;70 et plus;2016;990;Routière / GT;False
Femme;1;92;50-59 ans;2003;1200;Routière / GT;False
Femme;1;69;60-69 ans;2002;1200;Trail / Supermotard;False
Femme;2;42;60-69 ans;2011;600;Trail / Supermotard;False
Homme;1;93;30-39 ans;1995;1400;Trail / Supermotard;False
Homme;4;44;60-69 ans;2018;650;Trail / Supermotard;False
Homme;1;38;50-59 ans;1991;1300;Routière / GT;False
Homme;10;38;60-69 ans;2008;790;Roadster;False
Homme;1;33;30-39 ans;2012;1200;Roadster;False
Homme;3;6;30-39 ans;2015;1300;Roadster;False
Homme;1;32;50-59 ans;2007;990;Roadster;False
Homme;1;78;40-49 ans;2009;600;Trail / Supermotard;False
Homme;1;22;40-49 ans;2010;1300;Routière / GT;False
Homme;3;69;50-59 ans;2014;1200;Trail / Supermotard;False
Femme;1;33;60-69 ans;2008;1300;Roadster;False
Homme;3;69;40-49 ans;1990;1300;Trail / Supermotard;False
Homme;1;78;Moins de 30 ans;2012;900;Roadster;False
Homme;2;50;50-59 ans;2017;900;Routière / GT;True
Homme;1;31;40-49 ans;2014;1200;Sportive;False
Homme;2;49;50-59 ans;2000;1200;Roadster;False
Homme;1;63;40-49 ans;2016;125;Roadster;False
Homme;2;86;Moins de 30 ans;2007;600;Sportive;False
Homme;1;76;40-49 ans;2016;500;Sportive;False
Homme;1;92;50-59 ans;1999;1000;Trail / Supermotard;False
Homme;3;76;60-69 ans;1991;1300;Trail / Supermotard;False
Homme;1;59;50-59 ans;2010;800;Routière / GT;False
Homme;1;34;40-49 ans;1993;750;Roadster;False
Homme;2;83;40-49 ans;2016;1200;Roadster;False
Homme;1;13;50-59 ans;1999;750;Roadster;False
Homme;3;55;60-69 ans;2017;800;Roadster;False
Homme;1;79;50-59 ans;1993;800;Roadster;True
Homme;2;6;40-49 ans;2011;1600;Sportive;False
Homme;1;78;60-69 ans;2004;1250;Roadster;False
Homme;2;75;50-59 ans;2004;1250;Trail / Supermotard;False
Homme;1;74;50-59 ans;2016;1100;Routière / GT;False
Homme;4;17;40-49 ans;2017;1800;Trail / Supermotard;False
Homme;1;6;60-69 ans;2014;600;Routière / GT;False
Homme;2;26;50-59 ans;2006;1100;Trail / Supermotard;False
Homme;1;64;50-59 ans;2012;50;Roadster;False
Homme;2;93;60-69 ans;2017;1200;Custom;False
Homme;2;75;Moins de 30 ans;1994;1200;Roadster;False
Homme;4;53;40-49 ans;2013;650;Roadster;False
Homme;1;35;50-59 ans;2014;50;Roadster;False
Homme;2;93;40-49 ans;2010;750;Routière / GT;False
Homme;3;76;30-39 ans;2011;1300;Roadster;False
Homme;1;37;60-69 ans;1992;1200;Routière / GT;False
Homme;1;27;30-39 ans;2011;650;Roadster;False
Homme;2;92;60-69 ans;2004;1300;Routière / GT;True
Femme;2;59;40-49 ans;2019;800;Routière / GT;False
Homme;1;78;50-59 ans;1981;900;Roadster;False
Homme;1;69;40-49 ans;2005;1400;Roadster;False
Homme;1;97;60-69 ans;2014;1290;Roadster;False
Homme;1;34;50-59 ans;2011;1200;Roadster;False
Homme;1;75;50-59 ans;2018;1300;Routière / GT;False
Homme;1;95;60-69 ans;2009;1300;Scooter;False
Homme;2;13;50-59 ans;2009;800;Routière / GT;False
Femme;1;33;60-69 ans;2014;650;Trail / Supermotard;False
Homme;1;37;60-69 ans;2006;800;Routière / GT;False
Homme;2;75;60-69 ans;2013;600;Trail / Supermotard;False
Homme;2;59;40-49 ans;2000;800;Roadster;False
Homme;1;77;40-49 ans;2001;1200;Custom;False
Homme;1;30;40-49 ans;2010;750;Roadster;False
Homme;3;28;40-49 ans;2010;1190;Sportive;False
Homme;1;33;60-69 ans;1996;1000;Routière / GT;False
Homme;1;77;50-59 ans;2016;675;Routière / GT;True
Homme;1;83;60-69 ans;2006;939;Roadster;False
Homme;1;33;60-69 ans;2018;1500;Routière / GT;False
Homme;4;30;40-49 ans;1994;1200;Roadster;False
Homme;1;31;60-69 ans;2019;650;Routière / GT;False
Homme;1;57;40-49 ans;2018;600;Roadster;False
Homme;3;94;70 et plus;2012;1000;Roadster;False
Homme;3;35;30-39 ans;2002;1000;Roadster;False
Homme;4;64;60-69 ans;2008;1450;Roadster;False
Femme;1;33;60-69 ans;2001;50;Roadster;False
Homme;1;14;50-59 ans;2010;900;Routière / GT;False
Homme;2;54;40-49 ans;2016;1300;Sportive;False
Homme;1;93;40-49 ans;2012;800;Sportive;False
Homme;2;14;30-39 ans;2014;50;Scooter;False
Homme;2;91;50-59 ans;2018;1000;Routière / GT;False
Femme;5;56;30-39 ans;2016;1100;Routière / GT;False
Homme;1;91;50-59 ans;2018;1000;Roadster;False
Homme;1;59;50-59 ans;2017;1200;Routière / GT;False
Homme;1;33;30-39 ans;2011;800;Routière / GT;False
Homme;2;6;40-49 ans;1988;1200;Custom;False
Homme;1;65;30-39 ans;2006;900;Scooter;False
Femme;2;37;50-59 ans;1999;1000;Routière / GT;False
Homme;1;92;60-69 ans;1984;800;Roadster;True
Homme;3;38;50-59 ans;1993;1300;Routière / GT;False
Homme;2;9;40-49 ans;1998;1100;Roadster;False
Homme;1;50;Moins de 30 ans;2017;1745;Roadster;False
Femme;1;73;60-69 ans;2011;1800;Sportive;False
Homme;1;33;60-69 ans;2001;750;Routière / GT;False
Homme;1;51;60-69 ans;2004;300;Trail / Supermotard;False
Homme;2;95;30-39 ans;2019;1000;Trail / Supermotard;True
Homme;1;92;50-59 ans;1977;850;Routière / GT;False
Homme;1;60;50-59 ans;2016;1200;Roadster;False
Homme;1;38;50-59 ans;2010;1100;Custom;True
